-4	1
-5	5
-6	4
-6	0
-5	0
-6	3
-6	4
-5	3
-6	4
-6	4
-6	4
-6	4
-6	3
-6	2
-6	2
-6	2
-6	2
-6	3
-6	4
-6	3
-6	2
-6	4
-6	4
-6	6
-5	24
